symbol,detected,score,case,strength,horizon_days,horizon_tf,dormant,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
GPSUSDT,1,76,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,51.4,0.0,0.015578333333333335,134,16,12,10,down,0.208,0,0.00817,0.5129,4.13,0,16.9,,flow_dormant=падение 16.9% < 45.0% | flow_hidden=цена растёт: наклон 0.00380 > 0.002 | flow_leverage=цена идёт: +90.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
