symbol,detected,score,case,strength,horizon_days,horizon_tf,dormant,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
ONGUSDT,1,55,flow_churn,умеренный,25,недели,0.0,0.0,0.0,30.2,0.0,0.0,0.0,0.049258333333333335,107,15,12,10,none,0.0,0,-0.006,0.4927,2.19,134,66.5,,flow_dormant=цикла не было: рост до пика x2.19 < x3.0 | flow_hidden=поток не растёт: наклон -0.00600 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
FILUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,63,10,7,10,none,0.0,0,-0.04683,0.4745,1.41,223,61.3,,flow_dormant=цикла не было: рост до пика x1.41 < x3.0 | flow_hidden=поток не растёт: наклон -0.04683 < 0.01 | flow_spring=нет опорной зоны под ценой,
FETUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74,10,5,10,none,0.0,0,-0.04298,0.4782,1.59,222,60.9,,flow_dormant=цикла не было: рост до пика x1.59 < x3.0 | flow_hidden=поток не растёт: наклон -0.04298 < 0.01 | flow_spring=фон шумный: rel_vol 1.61 > 0.95,
REDUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100,16,7,10,none,0.0,0,-0.00664,0.4987,1.35,217,70.0,,flow_dormant=цикла не было: рост до пика x1.35 < x3.0 | flow_hidden=поток не растёт: наклон -0.00664 < 0.01 | flow_spring=фон шумный: rel_vol 9.62 > 0.95,
LABUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86,1,0,3,down,0.408,0,-0.03093,0.4826,243.07,75,99.7,,flow_dormant=база широка: 27444.2% при падении 99.7% — доля 2.77 > 0.55 | flow_hidden=поток не растёт: наклон -0.03093 < 0.01 | flow_spring=фон шумный: rel_vol 1.42 > 0.95,
BANKUSDT,1,68,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,0.0,43.1,0.0,0.033258333333333334,132,7,4,10,none,0.0,0,0.00179,0.5038,30.26,20,95.1,,flow_dormant=база широка: 2067.2% при падении 95.1% — доля 1.06 > 0.55 | flow_hidden=цена растёт: наклон 0.01219 > 0.002 | flow_spring=диапазон широк: 1741.5% > 35%,
EDENUSDT,1,67,flow_dormant,умеренный,7,неделя,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03546,59,9,5,3,up,0.099,0,-0.00918,0.4933,6.82,86,79.7,,flow_hidden=поток не растёт: наклон -0.00918 < 0.01 | flow_spring=фон шумный: rel_vol 6.88 > 0.95,
TAOUSDT,1,87,flow_taker,экстремальный,25,недели,0.0,0.0,0.0,0.0,62.0,0.0,0.0,192.07666666666668,74,7,4,10,none,0.0,0,-0.0351,0.482,2.64,144,51.2,,flow_dormant=цикла не было: рост до пика x2.64 < x3.0 | flow_hidden=поток не растёт: наклон -0.03510 < 0.01 | flow_spring=событий за 24 баров 1 < 2,
TRXUSDT,1,75,flow_spring,сильный,25,недели,0.0,0.0,49.9,0.0,0.0,0.0,0.0,0.3111166666666667,56,6,4,10,up,0.203,0,0.01026,0.5086,1.42,82,18.2,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=набор комкОм: однородность 0.07 < 0.35,
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55,5,2,10,none,0.0,0,-0.03274,0.483,1.42,215,68.3,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=поток не растёт: наклон -0.03274 < 0.01 | flow_spring=нет опорной зоны под ценой,
PIXELUSDT,1,70,flow_dormant,сильный,25,недели,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.003793,95,17,6,10,down,0.326,0,-0.03036,0.4849,3.87,158,78.3,,flow_hidden=поток не растёт: наклон -0.03036 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
HEIUSDT,1,94,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.11454833333333332,144,10,5,10,up,0.14,0,0.01826,0.5056,9.97,10,78.1,,flow_dormant=база широка: 618.7% при падении 78.1% — доля 1.74 > 0.55 | flow_hidden=цена растёт: наклон 0.00332 > 0.002 | flow_spring=фон шумный: rel_vol 1.58 > 0.95,
AAVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,6,2,10,none,0.0,0,-0.01998,0.4901,1.02,239,68.5,,flow_dormant=цикла не было: рост до пика x1.02 < x3.0 | flow_hidden=поток не растёт: наклон -0.01998 < 0.01 | flow_spring=нет опорной зоны под ценой,
USUSDT,1,76,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,0.0,50.8,0.0,0.006506,64,2,1,3,down,0.15,0,0.02053,0.5101,23.39,20,77.9,,flow_dormant=база широка: 498.9% при падении 77.9% — доля 1.41 > 0.55 | flow_hidden=цена растёт: наклон 0.01899 > 0.002 | flow_spring=фон шумный: rel_vol 1.10 > 0.95,
ONDOUSDT,1,73,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,48.4,0.0,0.30510000000000004,74,7,3,10,up,0.388,0,-0.03443,0.4855,2.42,99,39.9,,flow_dormant=цикла не было: рост до пика x2.42 < x3.0 | flow_hidden=цена растёт: наклон 0.00209 > 0.002 | flow_spring=событий за 24 баров 1 < 2,
ALICEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87,17,15,10,up,0.213,0,-0.01555,0.4876,2.71,120,64.9,,flow_dormant=цикла не было: рост до пика x2.71 < x3.0 | flow_hidden=поток не растёт: наклон -0.01555 < 0.01 | flow_spring=фон шумный: rel_vol 5.69 > 0.95,
ENAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68,3,1,10,none,0.0,0,-0.01317,0.4928,1.37,222,73.5,,flow_dormant=цикла не было: рост до пика x1.37 < x3.0 | flow_hidden=поток не растёт: наклон -0.01317 < 0.01 | flow_spring=нет опорной зоны под ценой,
COTIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,79,13,9,10,up,0.11,0,-0.00764,0.4967,1.4,209,70.3,,flow_dormant=цикла не было: рост до пика x1.40 < x3.0 | flow_hidden=цена растёт: наклон 0.00752 > 0.002 | flow_spring=нет опорной зоны под ценой,
BRUSDT,1,58,flow_churn,умеренный,7,неделя,0.0,0.0,0.0,26.8,0.0,51.4,0.0,0.19968666666666668,122,9,5,10,none,0.0,0,0.01215,0.51,6.01,3,28.1,,flow_dormant=падение 28.1% < 45.0% | flow_hidden=цена растёт: наклон 0.00325 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
WLFIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33,5,2,10,up,0.131,0,0.00304,0.5017,1.48,214,74.2,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон 0.00304 < 0.01 | flow_spring=фон шумный: rel_vol 1.48 > 0.95,
INJUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65,7,4,10,up,0.339,0,-0.04037,0.4815,2.79,76,45.3,,flow_dormant=цикла не было: рост до пика x2.79 < x3.0 | flow_hidden=поток не растёт: наклон -0.04037 < 0.01 | flow_spring=событий за 24 баров 0 < 2,
PROMUSDT,1,77,flow_taker,сильный,2,дни,0.0,0.0,0.0,0.0,52.1,0.0,0.0,1.7996666666666667,132,15,10,10,up,1.0,0,-0.00552,0.4962,1.37,232,91.0,,flow_dormant=цикла не было: рост до пика x1.37 < x3.0 | flow_hidden=цена растёт: наклон 0.01501 > 0.002 | flow_spring=фон шумный: rel_vol 1.89 > 0.95,
BASEDUSDT,1,77,flow_dormant,сильный,7,неделя,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06383,12,0,0,3,down,0.202,0,-0.05419,0.4762,6.61,122,83.2,,flow_hidden=поток не растёт: наклон -0.05419 < 0.01 | flow_spring=нет живых зон,
PLUMEUSDT,1,52,flow_churn,умеренный,25,недели,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.012156666666666668,107,15,10,10,none,0.0,0,-0.027,0.4875,1.32,233,58.8,,flow_dormant=цикла не было: рост до пика x1.32 < x3.0 | flow_hidden=цена растёт: наклон 0.00343 > 0.002 | flow_spring=фон шумный: rel_vol 2.17 > 0.95,
ONEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,67,15,8,10,up,0.116,0,-0.02276,0.4838,1.43,223,87.9,,flow_dormant=цикла не было: рост до пика x1.43 < x3.0 | flow_hidden=поток не растёт: наклон -0.02276 < 0.01 | flow_spring=фон шумный: rel_vol 4.52 > 0.95,
ZEREBROUSDT,1,97,flow_taker,экстремальный,25,недели,0.0,0.0,0.0,32.1,72.0,0.0,0.0,0.037059833333333334,116,12,11,10,up,0.368,0,-0.0013,0.5168,9.61,57,41.9,,flow_dormant=падение 41.9% < 45.0% | flow_hidden=поток не растёт: наклон -0.00130 < 0.01 | flow_spring=фон шумный: rel_vol 1.26 > 0.95,
BULLAUSDT,1,100,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.013271999999999999,118,9,9,10,up,0.551,0,0.01751,0.5048,30.77,196,99.2,,flow_dormant=отскока не было: 11.5% < 15.0% | flow_hidden=цена растёт: наклон 0.02360 > 0.002 | flow_spring=фон шумный: rel_vol 1.48 > 0.95,
DOSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
XNYUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,77,7,4,10,up,0.245,0,-0.02961,0.4863,5.21,93,60.8,,flow_dormant=база широка: 89.8% при падении 60.8% — доля 0.58 > 0.55 | flow_hidden=цена растёт: наклон 0.00603 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
APTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68,4,3,10,up,0.375,0,-0.04361,0.4793,1.3,222,73.9,,flow_dormant=цикла не было: рост до пика x1.30 < x3.0 | flow_hidden=поток не растёт: наклон -0.04361 < 0.01 | flow_spring=фон шумный: rel_vol 1.34 > 0.95,
BLESSUSDT,1,91,flow_fuel,экстремальный,2,дни,37.0,0.0,0.0,0.0,31.0,60.5,0.0,0.007410666666666667,84,7,2,3,none,0.0,0,0.01334,0.5033,9.27,124,89.6,,flow_hidden=цена растёт: наклон 0.01103 > 0.002 | flow_spring=не сжалась: squeeze 1.40 > 0.9,
CROSSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90,14,9,10,none,0.0,0,-0.00861,0.495,1.4,228,63.0,,flow_dormant=цикла не было: рост до пика x1.40 < x3.0 | flow_hidden=цена растёт: наклон 0.00293 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
AVAAIUSDT,1,61,flow_churn,умеренный,2,дни,0.0,0.0,0.0,30.2,0.0,68.5,0.0,0.014565666666666666,108,10,5,10,up,0.271,0,-0.01226,0.4902,3.75,2,22.4,,flow_dormant=падение 22.4% < 45.0% | flow_hidden=цена растёт: наклон 0.01575 > 0.002 | flow_spring=фон шумный: rel_vol 4.01 > 0.95,
XLMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,78,7,7,10,up,0.229,0,-0.04042,0.4795,2.19,78,47.8,,flow_dormant=цикла не было: рост до пика x2.19 < x3.0 | flow_hidden=поток не растёт: наклон -0.04042 < 0.01 | flow_spring=нет опорной зоны под ценой,
XPLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37,4,1,10,none,0.0,0,-0.02872,0.4861,1.76,222,71.9,,flow_dormant=цикла не было: рост до пика x1.76 < x3.0 | flow_hidden=поток не растёт: наклон -0.02872 < 0.01 | flow_spring=фон шумный: rel_vol 1.22 > 0.95,
JCTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,68,8,6,3,none,0.0,0,-0.03985,0.48,7.9,64,73.9,,flow_dormant=отскока не было: 10.9% < 15.0% | flow_hidden=поток не растёт: наклон -0.03985 < 0.01 | flow_spring=фон шумный: rel_vol 3.14 > 0.95,
LITUSDT,1,85,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,60.5,0.0,2.0012666666666665,34,4,2,3,none,0.0,0,-0.01091,0.4947,1.31,236,82.3,,flow_dormant=цикла не было: рост до пика x1.31 < x3.0 | flow_hidden=цена растёт: наклон 0.00428 > 0.002 | flow_spring=событий за 24 баров 0 < 2,
龙虾USDT,1,57,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.011772,27,2,0,3,up,0.135,0,0.00997,0.505,6.61,6,52.0,,flow_dormant=база широка: 342.9% при падении 52.0% — доля 3.17 > 0.55 | flow_hidden=цена растёт: наклон 0.01453 > 0.002 | flow_spring=фон шумный: rel_vol 3.75 > 0.95,
