symbol,detected,score,case,strength,horizon_days,horizon_tf,dormant,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
ENAUSDT,1,62,flow_taker,умеренный,25,недели,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.08397,62,3,2,10,up,0.306,0,-0.01271,0.4911,1.38,220,73.5,,flow_dormant=цикла не было: рост до пика x1.38 < x3.0 | flow_hidden=поток не растёт: наклон -0.01271 < 0.01 | flow_spring=нет опорной зоны под ценой,
BANKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,133,9,6,10,none,0.0,0,0.00558,0.5042,30.26,18,95.1,,flow_dormant=база не была тихой: оборот 3.41 к падению > 0.95 (база 424 баров падения) | flow_hidden=цена растёт: наклон 0.01575 > 0.002 | flow_spring=диапазон широк: 1710.8% > 35%,
HEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,145,9,5,10,none,0.0,0,0.01748,0.5059,9.97,8,78.1,,flow_dormant=база не была тихой: оборот 5.19 к падению > 0.95 (база 440 баров падения) | flow_hidden=цена растёт: наклон 0.00423 > 0.002 | flow_spring=фон шумный: rel_vol 6.78 > 0.95,
CROSSUSDT,1,85,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,60.5,0.0,0.13935,87,14,10,10,none,0.0,0,-0.00849,0.4953,1.42,226,63.0,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=цена растёт: наклон 0.00274 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
AAVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,5,1,10,up,0.403,0,-0.01688,0.4894,1.11,238,69.2,,flow_dormant=цикла не было: рост до пика x1.11 < x3.0 | flow_hidden=цена растёт: наклон 0.00256 > 0.002 | flow_spring=нет опорной зоны под ценой,
2ZUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36,5,2,3,down,0.107,0,-0.00267,0.4989,1.53,202,69.1,,flow_dormant=цикла не было: рост до пика x1.53 < x3.0 | flow_hidden=поток не растёт: наклон -0.00267 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
AVNTUSDT,1,51,flow_churn,умеренный,7,неделя,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.105545,47,9,5,3,none,0.0,0,-0.01624,0.4879,1.97,228,82.3,,flow_dormant=цикла не было: рост до пика x1.97 < x3.0 | flow_hidden=поток не растёт: наклон -0.01624 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
ETHFIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,69,6,5,10,up,0.371,0,-0.01819,0.4917,1.27,220,68.1,,flow_dormant=цикла не было: рост до пика x1.27 < x3.0 | flow_hidden=цена растёт: наклон 0.00262 > 0.002 | flow_spring=фон шумный: rel_vol 2.42 > 0.95,
AVAXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54,4,3,10,down,0.246,0,-0.0231,0.4887,1.33,212,62.0,,flow_dormant=цикла не было: рост до пика x1.33 < x3.0 | flow_hidden=поток не растёт: наклон -0.02310 < 0.01 | flow_spring=нет опорной зоны под ценой,
ONDOUSDT,1,77,flow_spring,сильный,25,недели,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.30813333333333337,73,7,5,10,up,0.368,0,-0.02803,0.4888,2.42,97,39.9,,flow_dormant=цикла не было: рост до пика x2.42 < x3.0 | flow_hidden=цена растёт: наклон 0.00216 > 0.002,
BICOUSDT,1,94,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.020326666666666666,124,11,9,10,up,0.177,0,0.01187,0.5054,8.12,5,73.3,,flow_dormant=база не была тихой: оборот 2.86 к падению > 0.95 (база 440 баров падения) | flow_hidden=цена растёт: наклон 0.00446 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
1000SHIBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,5,2,10,up,0.168,0,-0.02425,0.4899,1.48,221,59.9,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.02425 < 0.01 | flow_spring=фон шумный: rel_vol 1.37 > 0.95,
LITUSDT,1,85,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,60.5,0.0,2.0012666666666665,34,4,2,3,none,0.0,0,-0.01143,0.4966,1.31,234,82.3,,flow_dormant=цикла не было: рост до пика x1.31 < x3.0 | flow_hidden=цена растёт: наклон 0.00471 > 0.002 | flow_spring=фон шумный: rel_vol 1.00 > 0.95,
HUSDT,1,79,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,54.1,0.0,0.11168166666666668,106,8,5,10,none,0.0,0,-0.024,0.4841,11.2,74,94.7,,flow_dormant=база широка: 649.2% при падении 94.7% — доля 6.86 > 0.55 | flow_hidden=поток не растёт: наклон -0.02400 < 0.01 | flow_spring=фон шумный: rel_vol 7.44 > 0.95,
ACUUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26,4,1,3,none,0.0,0,-0.00966,0.4908,3.62,202,83.4,,flow_dormant=база широка: 99.9% при падении 83.4% — доля 1.20 > 0.55 | flow_hidden=поток не растёт: наклон -0.00966 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
TRXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57,6,4,10,none,0.0,0,0.01173,0.5064,1.42,80,18.2,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=набор комкОм: однородность 0.05 < 0.35 | flow_spring=событий за 24 баров 1 < 2,
ALLOUSDT,1,73,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.09043666666666667,64,4,3,3,down,0.091,0,-0.00983,0.4955,12.39,67,60.0,,flow_dormant=база широка: 146.3% при падении 60.0% — доля 2.44 > 0.55 | flow_hidden=поток не растёт: наклон -0.00983 < 0.01 | flow_spring=фон шумный: rel_vol 1.06 > 0.95,
MMTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65,13,6,3,down,0.147,0,-0.01238,0.4943,4.71,14,70.4,,flow_dormant=база не была тихой: оборот 1.47 к падению > 0.95 (база 224 баров падения) | flow_hidden=цена растёт: наклон 0.00320 > 0.002 | flow_spring=фон шумный: rel_vol 2.02 > 0.95,
BLESSUSDT,1,85,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,31.0,60.5,0.0,0.007410666666666667,84,6,2,3,none,0.0,0,0.01355,0.5035,9.27,122,89.6,,flow_dormant=база не была тихой: оборот 1.71 к падению > 0.95 (база 62 баров падения) | flow_hidden=цена растёт: наклон 0.01202 > 0.002 | flow_spring=фон шумный: rel_vol 3.03 > 0.95,
DOSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
SCRTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,126,15,13,10,up,0.182,0,-0.0212,0.4807,2.24,203,87.1,,flow_dormant=цикла не было: рост до пика x2.24 < x3.0 | flow_hidden=поток не растёт: наклон -0.02120 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
INJUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66,7,5,10,up,0.346,0,-0.03725,0.483,2.79,74,45.3,,flow_dormant=цикла не было: рост до пика x2.79 < x3.0 | flow_hidden=поток не растёт: наклон -0.03725 < 0.01 | flow_spring=фон шумный: rel_vol 1.29 > 0.95,
ATOMUSDT,1,65,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1.3296666666666666,57,7,5,10,none,0.0,0,-0.02226,0.4888,1.48,212,55.2,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.02226 < 0.01 | flow_spring=фон шумный: rel_vol 2.71 > 0.95,
FILUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65,12,9,10,up,0.266,0,-0.04505,0.4756,1.46,221,61.3,,flow_dormant=цикла не было: рост до пика x1.46 < x3.0 | flow_hidden=поток не растёт: наклон -0.04505 < 0.01 | flow_spring=нет опорной зоны под ценой,
COHRUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,1,0,1,up,0.156,0,-0.05518,0.4632,1.36,72,55.7,,flow_dormant=цикла не было: рост до пика x1.36 < x3.0 | flow_hidden=поток не растёт: наклон -0.05518 < 0.01 | flow_spring=фон шумный: rel_vol 8.30 > 0.95,
AMATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0,0,1,up,0.093,0,-0.03587,0.4702,1.61,45,42.0,,flow_dormant=цикла не было: рост до пика x1.61 < x3.0 | flow_hidden=поток не растёт: наклон -0.03587 < 0.01 | flow_spring=нет живых зон,
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59,5,1,10,none,0.0,0,-0.0313,0.483,1.42,213,68.3,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=поток не растёт: наклон -0.03130 < 0.01 | flow_spring=нет опорной зоны под ценой,
STORJUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99,17,14,10,none,0.0,0,-0.03361,0.4822,1.54,229,76.8,,flow_dormant=цикла не было: рост до пика x1.54 < x3.0 | flow_hidden=поток не растёт: наклон -0.03361 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
TRUMPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74,14,7,10,up,0.152,0,-0.02823,0.4846,1.24,212,76.4,,flow_dormant=цикла не было: рост до пика x1.24 < x3.0 | flow_hidden=поток не растёт: наклон -0.02823 < 0.01 | flow_spring=нет опорной зоны под ценой,
ALICEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87,14,13,10,none,0.0,0,-0.01989,0.4898,2.71,118,64.9,,flow_dormant=цикла не было: рост до пика x2.71 < x3.0 | flow_hidden=поток не растёт: наклон -0.01989 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
1000BONKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70,9,6,10,down,0.12,0,-0.03395,0.4803,1.81,220,83.5,,flow_dormant=цикла не было: рост до пика x1.81 < x3.0 | flow_hidden=поток не растёт: наклон -0.03395 < 0.01 | flow_spring=фон шумный: rel_vol 1.05 > 0.95,
ROBOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15,2,0,3,none,0.0,0,-0.02925,0.4849,1.89,165,83.4,,flow_dormant=цикла не было: рост до пика x1.89 < x3.0 | flow_hidden=поток не растёт: наклон -0.02925 < 0.01 | flow_spring=фон шумный: rel_vol 6.28 > 0.95,
HBARUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,7,6,10,none,0.0,0,-0.01404,0.49,1.31,220,52.0,,flow_dormant=цикла не было: рост до пика x1.31 < x3.0 | flow_hidden=поток не растёт: наклон -0.01404 < 0.01 | flow_spring=фон шумный: rel_vol 1.25 > 0.95,
XLMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,78,7,7,10,up,0.204,0,-0.04012,0.4792,2.19,76,47.1,,flow_dormant=цикла не было: рост до пика x2.19 < x3.0 | flow_hidden=поток не растёт: наклон -0.04012 < 0.01 | flow_spring=событий за 24 баров 0 < 2,
GPSUSDT,1,61,flow_taker,умеренный,25,недели,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.008713333333333335,130,12,10,10,down,0.239,0,-0.01189,0.4957,3.84,185,63.8,,flow_dormant=база широка: 47.1% при падении 63.8% — доля 0.74 > 0.55 | flow_hidden=поток не растёт: наклон -0.01189 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
ONEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64,13,6,10,none,0.0,0,-0.0196,0.4845,1.48,221,87.9,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.01960 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
WLFIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31,4,2,10,up,0.131,0,0.00337,0.5019,1.56,212,74.2,,flow_dormant=цикла не было: рост до пика x1.56 < x3.0 | flow_hidden=поток не растёт: наклон 0.00337 < 0.01 | flow_spring=фон шумный: rel_vol 1.50 > 0.95,
REUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
TAKEUSDT,1,100,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.03529666666666667,74,6,3,10,up,0.601,0,0.01134,0.5039,1.66,228,97.4,,flow_dormant=цикла не было: рост до пика x1.66 < x3.0 | flow_hidden=цена растёт: наклон 0.02318 > 0.002 | flow_spring=фон шумный: rel_vol 9.61 > 0.95,
VVVUSDT,1,73,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,48.4,0.0,9.171000000000001,126,13,11,10,down,0.453,0,0.00506,0.5006,19.35,72,54.5,,flow_dormant=база широка: 73.3% при падении 54.5% — доля 1.35 > 0.55 | flow_hidden=поток не растёт: наклон 0.00506 < 0.01 | flow_spring=фон шумный: rel_vol 1.37 > 0.95,
APTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72,5,4,10,none,0.0,0,-0.0434,0.4783,1.42,220,73.5,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=поток не растёт: наклон -0.04340 < 0.01 | flow_spring=фон шумный: rel_vol 1.44 > 0.95,
CRVUSDT,1,77,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,51.7,0.0,0.23409999999999997,44,5,3,10,up,0.494,0,-0.01627,0.4913,1.38,209,63.0,,flow_dormant=цикла не было: рост до пика x1.38 < x3.0 | flow_hidden=цена растёт: наклон 0.00212 > 0.002 | flow_spring=фон шумный: rel_vol 1.55 > 0.95,
PENGUUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71,5,1,10,up,0.243,0,-0.02563,0.4876,1.64,220,61.9,,flow_dormant=цикла не было: рост до пика x1.64 < x3.0 | flow_hidden=поток не растёт: наклон -0.02563 < 0.01 | flow_spring=не сжалась: squeeze 0.96 > 0.9,
FETUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72,12,6,10,up,0.11,0,-0.0403,0.4815,1.64,220,58.3,,flow_dormant=цикла не было: рост до пика x1.64 < x3.0 | flow_hidden=поток не растёт: наклон -0.04030 < 0.01 | flow_spring=фон шумный: rel_vol 1.02 > 0.95,
MOVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96,14,8,10,none,0.0,0,-0.02508,0.4876,1.44,208,86.5,,flow_dormant=цикла не было: рост до пика x1.44 < x3.0 | flow_hidden=поток не растёт: наклон -0.02508 < 0.01 | flow_spring=фон шумный: rel_vol 8.90 > 0.95,
GWEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40,5,3,3,down,0.587,0,-0.03363,0.4841,10.96,46,94.2,,flow_dormant=база не была тихой: оборот 1.45 к падению > 0.95 (база 138 баров падения) | flow_hidden=поток не растёт: наклон -0.03363 < 0.01 | flow_spring=фон шумный: rel_vol 1.28 > 0.95,
GIGGLEUSDT,1,59,flow_taker,умеренный,2,дни,0.0,0.0,0.0,0.0,34.5,0.0,0.0,28.904999999999998,42,4,2,3,up,0.183,0,-0.01921,0.4918,1.48,222,74.9,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=цена растёт: наклон 0.00630 > 0.002 | flow_spring=фон шумный: rel_vol 1.44 > 0.95,
JTOUSDT,1,76,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,51.4,0.0,0.5147833333333334,109,9,5,10,up,0.764,0,-0.02583,0.4877,4.24,49,47.1,,flow_dormant=база не была тихой: оборот 1.23 к падению > 0.95 (база 440 баров падения) | flow_hidden=поток не растёт: наклон -0.02583 < 0.01 | flow_spring=фон шумный: rel_vol 1.23 > 0.95,
PLUMEUSDT,1,53,flow_churn,умеренный,2,дни,0.0,0.0,0.0,27.6,0.0,0.0,0.0,0.012313333333333334,105,10,8,10,up,0.164,0,-0.02534,0.4867,1.47,231,58.8,,flow_dormant=цикла не было: рост до пика x1.47 < x3.0 | flow_hidden=цена растёт: наклон 0.00272 > 0.002 | flow_spring=фон шумный: rel_vol 4.59 > 0.95,
XAIUSDT,1,57,flow_churn,умеренный,25,недели,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.006578499999999999,83,14,7,10,up,0.165,0,-0.04328,0.4764,1.56,209,74.6,,flow_dormant=цикла не было: рост до пика x1.56 < x3.0 | flow_hidden=поток не растёт: наклон -0.04328 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
VIRTUALUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,63,10,5,10,up,0.164,0,-0.01803,0.4869,1.91,220,61.6,,flow_dormant=цикла не было: рост до пика x1.91 < x3.0 | flow_hidden=поток не растёт: наклон -0.01803 < 0.01 | flow_spring=фон шумный: rel_vol 1.02 > 0.95,
BMTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,82,12,5,10,none,0.0,0,-0.0018,0.4983,4.02,4,66.2,,flow_dormant=отскока не было: 14.4% < 15.0% | flow_hidden=цена растёт: наклон 0.00543 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
SKYAIUSDT,1,100,flow_fuel,экстремальный,25,недели,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.06278666666666667,132,8,7,10,down,0.202,0,1e-05,0.4994,29.75,100,97.4,,flow_dormant=база широка: 2007.8% при падении 97.4% — доля 20.62 > 0.55 | flow_hidden=поток не растёт: наклон 0.00001 < 0.01 | flow_spring=фон шумный: rel_vol 2.07 > 0.95,
DEXEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,159,10,6,10,down,0.113,0,-0.02204,0.4913,29.1,33,97.4,,flow_dormant=база не была тихой: оборот 8.02 к падению > 0.95 (база 440 баров падения) | flow_hidden=поток не растёт: наклон -0.02204 < 0.01 | flow_spring=нет опорной зоны под ценой,
ARBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,63,3,2,10,up,0.211,0,-0.03449,0.4827,1.32,220,69.1,,flow_dormant=цикла не было: рост до пика x1.32 < x3.0 | flow_hidden=поток не растёт: наклон -0.03449 < 0.01 | flow_spring=нет опорной зоны под ценой,
LDOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71,7,3,10,up,0.113,0,-0.02217,0.4915,1.39,220,65.6,,flow_dormant=цикла не было: рост до пика x1.39 < x3.0 | flow_hidden=цена растёт: наклон 0.00403 > 0.002 | flow_spring=фон шумный: rel_vol 1.06 > 0.95,
OPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55,6,2,10,up,0.529,0,-0.01489,0.4906,1.51,213,78.3,,flow_dormant=цикла не было: рост до пика x1.51 < x3.0 | flow_hidden=поток не растёт: наклон -0.01489 < 0.01 | flow_spring=нет опорной зоны под ценой,
XPLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37,4,1,10,none,0.0,0,-0.0285,0.4832,1.86,220,71.9,,flow_dormant=цикла не было: рост до пика x1.86 < x3.0 | flow_hidden=поток не растёт: наклон -0.02850 < 0.01 | flow_spring=нет опорной зоны под ценой,
BLUAIUSDT,1,94,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.011379333333333332,70,4,4,3,none,0.0,0,0.00273,0.5,8.41,3,70.8,,flow_dormant=база широка: 252.5% при падении 70.8% — доля 3.57 > 0.55 | flow_hidden=поток не растёт: наклон 0.00273 < 0.01 | flow_spring=фон шумный: rel_vol 5.55 > 0.95,
ICPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99,15,14,10,up,0.165,0,-0.03628,0.4814,1.81,211,58.7,,flow_dormant=цикла не было: рост до пика x1.81 < x3.0 | flow_hidden=поток не растёт: наклон -0.03628 < 0.01 | flow_spring=фон шумный: rel_vol 1.19 > 0.95,
SYNUSDT,1,76,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,0.0,51.4,0.0,0.07614166666666666,132,10,8,10,up,0.112,0,-0.01457,0.4938,26.56,45,88.9,,flow_dormant=база не была тихой: оборот 18.22 к падению > 0.95 (база 440 баров падения) | flow_hidden=поток не растёт: наклон -0.01457 < 0.01 | flow_spring=диапазон широк: 121.6% > 35%,
EPICUSDT,1,64,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,0.0,39.3,0.0,0.3151333333333334,131,6,3,10,up,0.866,0,0.00179,0.4989,6.76,6,75.0,,flow_dormant=база не была тихой: оборот 4.34 к падению > 0.95 (база 440 баров падения) | flow_hidden=цена растёт: наклон 0.00965 > 0.002 | flow_spring=не сжалась: squeeze 1.67 > 0.9,
ASTERUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32,5,2,3,down,0.142,0,-0.04949,0.4738,1.25,221,50.4,,flow_dormant=цикла не было: рост до пика x1.25 < x3.0 | flow_hidden=поток не растёт: наклон -0.04949 < 0.01 | flow_spring=нет опорной зоны под ценой,
PIXELUSDT,1,75,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,49.5,0.0,0.004565666666666667,94,16,8,10,down,0.26,0,-0.03498,0.4821,3.87,156,78.3,,flow_dormant=база широка: 55.4% при падении 78.3% — доля 0.71 > 0.55 | flow_hidden=поток не растёт: наклон -0.03498 < 0.01 | flow_spring=фон шумный: rel_vol 9.89 > 0.95,
HOLOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,76,8,7,0,none,0.0,0,-0.00679,0.495,2.13,2,34.4,,flow_dormant=цикла не было: рост до пика x2.13 < x3.0 | flow_hidden=поток не растёт: наклон -0.00679 < 0.01 | flow_spring=фон шумный: rel_vol 4.32 > 0.95,
RVNUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,94,8,5,10,none,0.0,0,-0.02192,0.4835,1.3,213,69.8,,flow_dormant=цикла не было: рост до пика x1.30 < x3.0 | flow_hidden=поток не растёт: наклон -0.02192 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
COOKIEUSDT,1,75,flow_fuel,сильный,25,недели,0.0,0.0,0.0,38.6,0.0,44.2,0.0,0.010317,91,10,3,10,up,0.262,0,-0.03017,0.4843,1.39,221,85.7,,flow_dormant=цикла не было: рост до пика x1.39 < x3.0 | flow_hidden=цена растёт: наклон 0.00333 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
BOMEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,89,10,7,10,up,0.271,0,-0.01517,0.4922,2.7,4,19.3,,flow_dormant=цикла не было: рост до пика x2.70 < x3.0 | flow_hidden=цена растёт: наклон 0.01065 > 0.002 | flow_spring=фон шумный: rel_vol 1.64 > 0.95,
ESPORTSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,119,7,6,10,down,0.262,0,-0.01016,0.4954,3.24,86,98.4,,flow_dormant=это уже движение: отскок 530.0% > 250.0% | flow_hidden=поток не растёт: наклон -0.01016 < 0.01 | flow_spring=нет опорной зоны под ценой,
TSTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,127,10,9,10,none,0.0,0,-0.02997,0.4849,4.6,102,73.2,,flow_dormant=база широка: 184.9% при падении 73.2% — доля 2.53 > 0.55 | flow_hidden=цена растёт: наклон 0.00560 > 0.002 | flow_spring=фон шумный: rel_vol 5.53 > 0.95,
ZBTUSDT,1,55,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,0.0,29.7,0.0,0.07372166666666666,61,6,2,3,none,0.0,0,-0.00954,0.4936,4.91,110,70.8,,flow_dormant=база широка: 157.5% при падении 70.8% — доля 2.22 > 0.55 | flow_hidden=поток не растёт: наклон -0.00954 < 0.01 | flow_spring=фон шумный: rel_vol 1.12 > 0.95,
UBUSDT,1,73,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,0.0,48.4,0.0,0.06400333333333334,83,9,6,3,up,0.213,0,0.00405,0.5011,13.73,91,76.7,,flow_dormant=база широка: 268.9% при падении 76.7% — доля 3.51 > 0.55 | flow_hidden=цена растёт: наклон 0.01030 > 0.002 | flow_spring=не сжалась: squeeze 1.14 > 0.9,
WIFUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47,4,2,10,up,0.454,0,-0.0262,0.4896,1.93,220,73.7,,flow_dormant=цикла не было: рост до пика x1.93 < x3.0 | flow_hidden=поток не растёт: наклон -0.02620 < 0.01 | flow_spring=нет опорной зоны под ценой,
CSOPSKHYNIX2LUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
ENSOUSDT,1,73,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.6777333333333333,58,8,3,3,none,0.0,0,-0.02188,0.485,5.95,170,83.2,,flow_dormant=отскока не было: 9.7% < 15.0% | flow_hidden=цена растёт: наклон 0.00846 > 0.002 | flow_spring=фон шумный: rel_vol 2.34 > 0.95,
JASMYUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59,8,5,10,up,0.332,0,-0.03837,0.4784,1.87,218,62.4,,flow_dormant=цикла не было: рост до пика x1.87 < x3.0 | flow_hidden=поток не растёт: наклон -0.03837 < 0.01 | flow_spring=фон шумный: rel_vol 3.81 > 0.95,
MUBARAKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90,9,5,10,none,0.0,0,-0.02125,0.4878,3.28,4,48.8,,flow_dormant=отскока не было: 9.0% < 15.0% | flow_hidden=цена растёт: наклон 0.00841 > 0.002 | flow_spring=фон шумный: rel_vol 3.55 > 0.95,
TLMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,129,18,13,10,up,0.213,0,-0.00882,0.4956,5.34,39,70.7,,flow_dormant=база не была тихой: оборот 5.06 к падению > 0.95 (база 440 баров падения) | flow_hidden=цена растёт: наклон 0.00528 > 0.002 | flow_spring=фон шумный: rel_vol 0.96 > 0.95,
