symbol,detected,score,case,strength,horizon_days,horizon_tf,dormant,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
BTCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,33.3,0.0,,28,4,3,10,none,0.0,0,0.01296,0.5087,1.13,220,41.0,,"flow_dormant=цикла не было: рост до пика x1.13 < x3.0, за жизнь x8.17 при падении 54.2% | flow_hidden=набор комкОм: однородность 0.06 < 0.35 | flow_leverage=цена идёт: +18.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.91 > 0.95",
