symbol,detected,score,case,strength,horizon_days,horizon_tf,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
TRUMPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,71,13,7,10,up,0.177,0,,,,,76.3,,flow_hidden=поток не растёт: наклон -0.02789 < 0.01 | flow_spring=фон шумный: rel_vol 1.10 > 0.95,
AAVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,60,6,2,10,up,0.205,0,,,,,70.0,,flow_hidden=цена растёт: наклон 0.00293 > 0.002 | flow_spring=нет опорной зоны под ценой,
CRVUSDT,1,57,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,32.3,0.0,0.22063333333333332,43,4,2,10,up,0.484,0,,,,,63.0,,,
RAREUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,102,18,11,10,none,0.0,0,,,,,65.2,,flow_hidden=поток не растёт: наклон -0.01335 < 0.01 | flow_spring=фон шумный: rel_vol 7.95 > 0.95,
AVAAIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,104,14,9,10,up,0.295,0,,,,,70.0,,flow_hidden=цена растёт: наклон 0.01184 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
USUSDT,1,76,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,50.8,0.0,0.006506,63,3,2,3,down,0.15,0,,,,,66.8,,,
SKYAIUSDT,1,100,flow_fuel,экстремальный,25,недели,0.0,0.0,0.0,0.0,80.0,0.0,0.06278666666666667,132,7,6,10,down,0.202,0,,,,,97.4,,,
LITUSDT,1,85,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,60.5,0.0,2.0012666666666665,34,4,2,3,none,0.0,0,,,,,82.3,,,
XLMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,78,6,6,10,none,0.0,0,,,,,47.1,,flow_hidden=поток не растёт: наклон -0.04069 < 0.01 | flow_spring=событий за 24 баров 0 < 2,
TRXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,55,6,4,10,up,0.434,0,,,,,18.2,,flow_hidden=набор комкОм: однородность 0.06 < 0.35 | flow_spring=фон шумный: rel_vol 1.35 > 0.95,
LTCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,57,4,1,10,down,0.124,0,,,,,53.7,,flow_hidden=поток не растёт: наклон -0.01702 < 0.01 | flow_spring=нет опорной зоны под ценой,
TSTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,125,12,10,10,none,0.0,0,,,,,73.2,,flow_hidden=цена растёт: наклон 0.00563 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
DOSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
NILUSDT,1,90,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,64.5,0.0,0.03865333333333333,129,16,8,10,none,0.0,0,,,,,74.8,,,
ALLOUSDT,1,73,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,47.8,0.0,0.09043666666666667,64,4,3,3,down,0.091,0,,,,,60.0,,,
BMTUSDT,1,77,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,52.4,0.0,0.01224,81,11,5,10,none,0.0,0,,,,,62.2,,,
BCHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,59,8,6,10,none,0.0,0,,,,,73.0,,flow_hidden=поток не растёт: наклон -0.01614 < 0.01 | flow_spring=событий за 24 баров 0 < 2,
1000SHIBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,50,6,4,10,up,0.116,0,,,,,59.9,,flow_hidden=поток не растёт: наклон -0.02474 < 0.01 | flow_spring=нет опорной зоны под ценой,
BLUAIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,68,4,4,3,none,0.0,0,,,,,70.8,,flow_hidden=поток не растёт: наклон 0.00225 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
ARBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,62,4,3,10,down,0.242,0,,,,,69.1,,flow_hidden=поток не растёт: наклон -0.03295 < 0.01 | flow_spring=фон шумный: rel_vol 1.16 > 0.95,
PENGUUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,70,4,1,10,up,0.248,0,,,,,61.9,,flow_hidden=поток не растёт: наклон -0.02516 < 0.01 | flow_spring=не сжалась: squeeze 1.00 > 0.9,
XMRUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,106,7,6,10,up,0.434,0,,,,,65.6,,flow_hidden=цена растёт: наклон 0.00350 > 0.002 | flow_spring=событий за 24 баров 1 < 2,
MMTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,65,13,6,3,down,0.147,0,,,,,70.4,,flow_hidden=цена растёт: наклон 0.00374 > 0.002 | flow_spring=фон шумный: rel_vol 2.67 > 0.95,
ETCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,66,6,4,10,up,0.265,0,,,,,54.8,,flow_hidden=поток не растёт: наклон -0.03931 < 0.01 | flow_spring=фон шумный: rel_vol 0.97 > 0.95,
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,55,5,2,10,none,0.0,0,,,,,68.3,,flow_hidden=поток не растёт: наклон -0.03031 < 0.01 | flow_spring=нет опорной зоны под ценой,
GIGGLEUSDT,1,63,flow_taker,умеренный,2,дни,0.0,0.0,0.0,38.3,0.0,0.0,34.43,42,5,3,3,up,0.183,0,,,,,74.9,,,
ACEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,128,14,9,10,up,0.281,0,,,,,81.0,,flow_hidden=цена растёт: наклон 0.00444 > 0.002 | flow_spring=не сжалась: squeeze 1.43 > 0.9,
DODOXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,125,11,9,10,up,0.164,0,,,,,43.6,,flow_hidden=цена растёт: наклон 0.00459 > 0.002 | flow_spring=не сжалась: squeeze 1.48 > 0.9,
DEXEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,158,10,8,10,down,0.102,0,,,,,97.4,,flow_hidden=поток не растёт: наклон -0.02244 < 0.01 | flow_spring=нет опорной зоны под ценой,
AKEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,100,4,3,3,down,0.138,0,,,,,56.7,,flow_hidden=цена растёт: наклон 0.04900 > 0.002 | flow_spring=диапазон широк: 137.9% > 35%,
2ZUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,33,4,1,3,down,0.107,0,,,,,68.9,,flow_hidden=поток не растёт: наклон -0.00556 < 0.01 | flow_spring=фон шумный: rel_vol 6.80 > 0.95,
1000BONKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,69,7,4,10,down,0.314,0,,,,,83.5,,flow_hidden=поток не растёт: наклон -0.03577 < 0.01 | flow_spring=нет опорной зоны под ценой,
OPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,53,7,4,10,up,0.298,0,,,,,78.3,,flow_hidden=поток не растёт: наклон -0.01572 < 0.01 | flow_spring=фон шумный: rel_vol 1.02 > 0.95,
JTOUSDT,1,76,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,51.4,0.0,0.5252,105,11,6,10,up,1.0,0,,,,,47.1,,,
INJUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,66,7,4,10,up,0.418,0,,,,,45.3,,flow_hidden=поток не растёт: наклон -0.03740 < 0.01 | flow_spring=событий за 24 баров 0 < 2,
BOMEUSDT,1,100,flow_fuel,экстремальный,25,недели,0.0,0.0,0.0,0.0,80.0,0.0,0.0005443666666666667,85,7,4,10,none,0.0,0,,,,,18.0,,,
HEIUSDT,1,94,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,68.5,0.0,0.11687833333333333,142,10,6,10,none,0.0,0,,,,,77.0,,,
QNTXUSDT,1,65,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,40.4,0.0,60.260000000000005,2,1,0,1,up,0.108,0,,,,,57.8,,,
BABYUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,110,12,7,10,none,0.0,0,,,,,99.2,,flow_hidden=поток не растёт: наклон -0.01798 < 0.01 | flow_spring=фон шумный: rel_vol 3.96 > 0.95,
BTRUSDT,1,75,flow_fuel,сильный,25,недели,0.0,0.0,34.2,0.0,49.5,0.0,0.020271666666666667,71,5,3,10,down,0.884,0,,,,,93.3,,,
EPICUSDT,1,64,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,39.3,0.0,0.24096666666666666,130,5,4,10,up,0.879,0,,,,,74.4,,,
GWEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,39,5,3,3,down,0.587,0,,,,,94.2,,flow_hidden=поток не растёт: наклон -0.03340 < 0.01 | flow_spring=фон шумный: rel_vol 1.69 > 0.95,
REUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
ONUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,84,7,3,3,none,0.0,0,,,,,33.9,,flow_hidden=цена растёт: наклон 0.03207 > 0.002 | flow_spring=диапазон широк: 95.9% > 35%,
MUBARAKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,89,9,5,10,none,0.0,0,,,,,43.8,,flow_hidden=цена растёт: наклон 0.00834 > 0.002 | flow_spring=фон шумный: rel_vol 6.52 > 0.95,
WIFUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,46,5,3,10,up,0.452,0,,,,,73.7,,flow_hidden=поток не растёт: наклон -0.02509 < 0.01 | flow_spring=нет опорной зоны под ценой,
LABUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,86,1,0,3,down,0.408,0,,,,,99.6,,flow_hidden=поток не растёт: наклон -0.02603 < 0.01 | flow_spring=нет опорной зоны под ценой,
XPLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,37,4,1,10,none,0.0,0,,,,,71.9,,flow_hidden=поток не растёт: наклон -0.02973 < 0.01 | flow_spring=нет опорной зоны под ценой,
TRUSTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,45,8,7,3,none,0.0,0,,,,,64.8,,flow_hidden=поток не растёт: наклон -0.02546 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
FETUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,74,11,6,10,none,0.0,0,,,,,58.3,,flow_hidden=поток не растёт: наклон -0.04036 < 0.01 | flow_spring=нет опорной зоны под ценой,
FARTCOINUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,36,2,1,10,none,0.0,0,,,,,79.1,,flow_hidden=поток не растёт: наклон -0.01380 < 0.01 | flow_spring=нет опорной зоны под ценой,
ATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,36,4,3,3,none,0.0,0,,,,,53.6,,flow_hidden=поток не растёт: наклон -0.00387 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
OPENUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,59,7,5,0,none,0.0,0,,,,,51.7,,flow_hidden=поток не растёт: наклон -0.02284 < 0.01 | flow_spring=фон шумный: rel_vol 1.25 > 0.95,
ICPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,97,13,10,10,up,0.197,0,,,,,58.7,,flow_hidden=поток не растёт: наклон -0.03652 < 0.01 | flow_spring=нет опорной зоны под ценой,
ROBOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,15,2,0,3,down,0.385,0,,,,,83.4,,flow_hidden=поток не растёт: наклон -0.03151 < 0.01 | flow_spring=фон шумный: rel_vol 2.22 > 0.95,
SMCIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
HBARUSDT,1,60,flow_taker,умеренный,25,недели,0.0,0.0,0.0,35.2,0.0,0.0,0.06638,62,8,6,10,none,0.0,0,,,,,51.6,,,
龙虾USDT,1,57,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,31.6,0.0,0.011772,25,1,0,3,up,0.135,0,,,,,52.0,,,
MOVRUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,112,15,10,10,up,0.376,0,,,,,82.0,,flow_hidden=поток не растёт: наклон -0.02789 < 0.01 | flow_spring=фон шумный: rel_vol 6.89 > 0.95,
TIAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,63,7,4,10,up,0.265,0,,,,,57.0,,flow_hidden=поток не растёт: наклон -0.03395 < 0.01 | flow_spring=нет опорной зоны под ценой,
GUAUSDT,1,67,flow_taker,умеренный,7,неделя,0.0,0.0,0.0,41.6,0.0,0.0,0.0479,60,3,2,3,down,0.365,0,,,,,98.0,,,
APTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,69,4,3,10,up,0.211,0,,,,,73.0,,flow_hidden=поток не растёт: наклон -0.04422 < 0.01 | flow_spring=нет опорной зоны под ценой,
BSBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,23,1,0,3,down,0.325,0,,,,,95.9,,flow_hidden=поток не растёт: наклон -0.03080 < 0.01 | flow_spring=фон шумный: rel_vol 1.42 > 0.95,
COOKIEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,91,11,5,10,up,0.315,0,,,,,85.7,,flow_hidden=цена растёт: наклон 0.00267 > 0.002 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
SEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,61,5,4,10,up,0.402,0,,,,,71.0,,flow_hidden=поток не растёт: наклон -0.03525 < 0.01 | flow_spring=фон шумный: rel_vol 2.16 > 0.95,
EULUSDT,1,55,flow_churn,умеренный,2,дни,0.0,0.0,30.3,0.0,0.0,0.0,1.1310000000000002,71,13,8,3,none,0.0,0,,,,,80.1,,,
IDUSDT,1,74,flow_taker,сильный,25,недели,0.0,0.0,0.0,48.8,0.0,0.0,0.026213333333333328,111,11,9,10,up,0.406,0,,,,,75.2,,,
LDOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,72,5,4,10,up,0.139,0,,,,,65.6,,flow_hidden=цена растёт: наклон 0.00429 > 0.002 | flow_spring=нет опорной зоны под ценой,
INXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,35,7,2,3,none,0.0,0,,,,,78.9,,flow_hidden=поток не растёт: наклон -0.02715 < 0.01 | flow_spring=фон шумный: rel_vol 3.43 > 0.95,
SCRTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,126,15,12,10,up,0.178,0,,,,,87.1,,flow_hidden=поток не растёт: наклон -0.02598 < 0.01 | flow_spring=фон шумный: rel_vol 2.51 > 0.95,
MOVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,98,16,12,10,none,0.0,0,,,,,86.5,,flow_hidden=поток не растёт: наклон -0.02930 < 0.01 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
BSPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
ESPORTSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,119,7,6,10,down,0.262,0,,,,,98.4,,flow_hidden=поток не растёт: наклон -0.01007 < 0.01 | flow_spring=нет опорной зоны под ценой,
HK0700USDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
ASTERUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,32,5,2,3,down,0.142,0,,,,,50.4,,flow_hidden=поток не растёт: наклон -0.05050 < 0.01 | flow_spring=нет опорной зоны под ценой,
WLFIUSDT,1,65,flow_taker,умеренный,25,недели,0.0,0.0,0.0,39.6,0.0,0.0,0.055,31,4,2,10,up,0.131,0,,,,,74.2,,,
ESPUSDT,1,87,flow_fuel,экстремальный,2,дни,0.0,0.0,31.0,0.0,61.6,0.0,0.06709,33,4,3,3,none,0.0,0,,,,,71.3,,,
RENDERUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,70,11,8,10,up,0.157,0,,,,,58.6,,flow_hidden=поток не растёт: наклон -0.04322 < 0.01 | flow_spring=нет опорной зоны под ценой,
1000LUNCUSDT,1,73,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,48.4,0.0,0.04551833333333333,105,8,7,10,down,0.135,0,,,,,60.9,,,
SQDUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,102,8,6,10,up,0.292,0,,,,,76.3,,flow_hidden=поток не растёт: наклон -0.01562 < 0.01 | flow_spring=фон шумный: rel_vol 5.46 > 0.95,
XPDUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,7,2,0,3,up,0.102,0,,,,,39.2,,flow_hidden=поток не растёт: наклон 0.00688 < 0.01 | flow_spring=фон шумный: rel_vol 1.03 > 0.95,
SHAZUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
STRCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
